CustomerID,sensor_id,timestamp,distance
1,sd_id_1,2020-07-29 Time:04:04:38,55
1,sd_id_1,2020-07-29 Time:04:04:48,20
1,sd_id_1,2020-07-29 Time:04:04:58,110
1,sd_id_1,2020-07-29 Time:04:05:08,38
1,sd_id_1,2020-07-29 Time:04:05:18,120
1,sd_id_1,2020-07-29 Time:04:05:28,26
1,sd_id_1,2020-07-29 Time:04:05:38,101
1,sd_id_1,2020-07-29 Time:04:05:48,79
1,sd_id_1,2020-07-29 Time:04:05:58,90
1,sd_id_1,2020-07-29 Time:04:06:08,63
1,sd_id_1,2020-07-29 Time:04:06:18,104
1,sd_id_1,2020-07-29 Time:04:06:28,103
1,sd_id_1,2020-07-29 Time:04:06:38,120
1,sd_id_1,2020-07-29 Time:04:06:48,154
1,sd_id_1,2020-07-29 Time:04:06:58,87
1,sd_id_1,2020-07-29 Time:04:07:08,90
1,sd_id_1,2020-07-29 Time:04:07:18,154
1,sd_id_1,2020-07-29 Time:04:07:28,61
1,sd_id_1,2020-07-29 Time:04:07:38,155
2,sd_id_2,2020-07-29 Time:03:57:48,122
2,sd_id_2,2020-07-29 Time:03:57:58,149
2,sd_id_2,2020-07-29 Time:03:58:08,104
2,sd_id_2,2020-07-29 Time:03:58:18,65
2,sd_id_2,2020-07-29 Time:03:58:28,60
2,sd_id_2,2020-07-29 Time:03:58:38,58
2,sd_id_2,2020-07-29 Time:03:58:48,98
2,sd_id_2,2020-07-29 Time:03:58:58,85
2,sd_id_2,2020-07-29 Time:03:59:08,29
2,sd_id_2,2020-07-29 Time:03:59:18,125
2,sd_id_2,2020-07-29 Time:03:59:28,98
2,sd_id_2,2020-07-29 Time:03:59:38,86
2,sd_id_2,2020-07-29 Time:03:59:48,4
2,sd_id_2,2020-07-29 Time:03:59:58,137
2,sd_id_2,2020-07-29 Time:04:00:08,74
2,sd_id_2,2020-07-29 Time:04:00:18,65
2,sd_id_2,2020-07-29 Time:04:00:28,87
2,sd_id_2,2020-07-29 Time:04:00:38,36
2,sd_id_2,2020-07-29 Time:04:00:48,105
2,sd_id_2,2020-07-29 Time:04:00:58,111
2,sd_id_2,2020-07-29 Time:04:01:08,143
2,sd_id_2,2020-07-29 Time:04:01:18,72
2,sd_id_2,2020-07-29 Time:04:01:28,61
2,sd_id_2,2020-07-29 Time:04:01:38,150
2,sd_id_2,2020-07-29 Time:04:01:48,76
2,sd_id_2,2020-07-29 Time:04:01:58,18
2,sd_id_2,2020-07-29 Time:04:02:08,133
2,sd_id_2,2020-07-29 Time:04:02:18,31
2,sd_id_2,2020-07-29 Time:04:02:28,7
2,sd_id_2,2020-07-29 Time:04:02:38,67
2,sd_id_2,2020-07-29 Time:04:02:48,66
2,sd_id_2,2020-07-29 Time:04:02:58,7
2,sd_id_2,2020-07-29 Time:04:03:08,10
2,sd_id_2,2020-07-29 Time:04:03:18,89
2,sd_id_2,2020-07-29 Time:04:03:28,45
2,sd_id_2,2020-07-29 Time:04:03:38,23
2,sd_id_2,2020-07-29 Time:04:03:48,127
2,sd_id_2,2020-07-29 Time:04:03:58,36
2,sd_id_2,2020-07-29 Time:04:04:08,117
2,sd_id_2,2020-07-29 Time:04:04:18,50
2,sd_id_2,2020-07-29 Time:04:04:28,86
2,sd_id_2,2020-07-29 Time:04:04:38,80
2,sd_id_2,2020-07-29 Time:04:04:48,87
2,sd_id_2,2020-07-29 Time:04:04:58,66
2,sd_id_2,2020-07-29 Time:04:05:08,131
2,sd_id_2,2020-07-29 Time:04:05:18,87
2,sd_id_2,2020-07-29 Time:04:05:28,61
2,sd_id_2,2020-07-29 Time:04:05:38,150
2,sd_id_2,2020-07-29 Time:04:05:48,141
2,sd_id_2,2020-07-29 Time:04:05:58,16
2,sd_id_2,2020-07-29 Time:04:06:08,73
2,sd_id_2,2020-07-29 Time:04:06:18,92
2,sd_id_2,2020-07-29 Time:04:06:28,101
2,sd_id_2,2020-07-29 Time:04:06:38,106
2,sd_id_2,2020-07-29 Time:04:06:48,116
2,sd_id_2,2020-07-29 Time:04:06:58,72
2,sd_id_2,2020-07-29 Time:04:07:08,62
2,sd_id_2,2020-07-29 Time:04:07:18,119
2,sd_id_2,2020-07-29 Time:04:07:28,56
2,sd_id_2,2020-07-29 Time:04:07:38,65
3,sd_id_3,2020-07-29 Time:03:57:48,114
3,sd_id_3,2020-07-29 Time:03:57:58,92
3,sd_id_3,2020-07-29 Time:03:58:08,135
3,sd_id_3,2020-07-29 Time:03:58:18,141
3,sd_id_3,2020-07-29 Time:03:58:28,134
3,sd_id_3,2020-07-29 Time:03:58:38,51
3,sd_id_3,2020-07-29 Time:03:58:48,151
3,sd_id_3,2020-07-29 Time:03:58:58,81
3,sd_id_3,2020-07-29 Time:03:59:08,20
3,sd_id_3,2020-07-29 Time:03:59:18,86
3,sd_id_3,2020-07-29 Time:03:59:28,72
3,sd_id_3,2020-07-29 Time:03:59:38,32
3,sd_id_3,2020-07-29 Time:03:59:48,131
3,sd_id_3,2020-07-29 Time:03:59:58,24
3,sd_id_3,2020-07-29 Time:04:00:08,55
3,sd_id_3,2020-07-29 Time:04:00:18,138
3,sd_id_3,2020-07-29 Time:04:00:28,108
3,sd_id_3,2020-07-29 Time:04:00:38,28
3,sd_id_3,2020-07-29 Time:04:00:48,11
3,sd_id_3,2020-07-29 Time:04:00:58,25
3,sd_id_3,2020-07-29 Time:04:01:08,34
3,sd_id_3,2020-07-29 Time:04:01:18,133
3,sd_id_3,2020-07-29 Time:04:01:28,90
3,sd_id_3,2020-07-29 Time:04:01:38,140
3,sd_id_3,2020-07-29 Time:04:01:48,50
3,sd_id_3,2020-07-29 Time:04:01:58,15
3,sd_id_3,2020-07-29 Time:04:02:08,59
3,sd_id_3,2020-07-29 Time:04:02:18,100
3,sd_id_3,2020-07-29 Time:04:02:28,122
3,sd_id_3,2020-07-29 Time:04:02:38,77
3,sd_id_3,2020-07-29 Time:04:02:48,74
3,sd_id_3,2020-07-29 Time:04:02:58,21
3,sd_id_3,2020-07-29 Time:04:03:08,99
3,sd_id_3,2020-07-29 Time:04:03:18,83
3,sd_id_3,2020-07-29 Time:04:03:28,105
3,sd_id_3,2020-07-29 Time:04:03:38,64
3,sd_id_3,2020-07-29 Time:04:03:48,139
3,sd_id_3,2020-07-29 Time:04:03:58,149
3,sd_id_3,2020-07-29 Time:04:04:08,106
3,sd_id_3,2020-07-29 Time:04:04:18,8
3,sd_id_3,2020-07-29 Time:04:04:28,149
3,sd_id_3,2020-07-29 Time:04:04:38,113
3,sd_id_3,2020-07-29 Time:04:04:48,36
3,sd_id_3,2020-07-29 Time:04:04:58,64
3,sd_id_3,2020-07-29 Time:04:05:08,53
3,sd_id_3,2020-07-29 Time:04:05:18,7
3,sd_id_3,2020-07-29 Time:04:05:28,136
3,sd_id_3,2020-07-29 Time:04:05:38,39
3,sd_id_3,2020-07-29 Time:04:05:48,94
3,sd_id_3,2020-07-29 Time:04:05:58,127
3,sd_id_3,2020-07-29 Time:04:06:08,68
3,sd_id_3,2020-07-29 Time:04:06:18,126
3,sd_id_3,2020-07-29 Time:04:06:28,26
3,sd_id_3,2020-07-29 Time:04:06:38,158
3,sd_id_3,2020-07-29 Time:04:06:48,16
3,sd_id_3,2020-07-29 Time:04:06:58,115
3,sd_id_3,2020-07-29 Time:04:07:08,32
3,sd_id_3,2020-07-29 Time:04:07:18,134
3,sd_id_3,2020-07-29 Time:04:07:28,42
3,sd_id_3,2020-07-29 Time:04:07:38,44
4,sd_id_4,2020-07-29 Time:03:57:48,77
4,sd_id_4,2020-07-29 Time:03:57:58,87
4,sd_id_4,2020-07-29 Time:03:58:08,150
4,sd_id_4,2020-07-29 Time:03:58:18,18
4,sd_id_4,2020-07-29 Time:03:58:28,67
4,sd_id_4,2020-07-29 Time:03:58:38,76
4,sd_id_4,2020-07-29 Time:03:58:48,58
4,sd_id_4,2020-07-29 Time:03:58:58,125
4,sd_id_4,2020-07-29 Time:03:59:08,56
4,sd_id_4,2020-07-29 Time:03:59:18,153
4,sd_id_4,2020-07-29 Time:03:59:28,37
4,sd_id_4,2020-07-29 Time:03:59:38,125
4,sd_id_4,2020-07-29 Time:03:59:48,52
4,sd_id_4,2020-07-29 Time:03:59:58,58
4,sd_id_4,2020-07-29 Time:04:00:08,21
4,sd_id_4,2020-07-29 Time:04:00:18,33
4,sd_id_4,2020-07-29 Time:04:00:28,118
4,sd_id_4,2020-07-29 Time:04:00:38,18
4,sd_id_4,2020-07-29 Time:04:00:48,158
4,sd_id_4,2020-07-29 Time:04:00:58,155
4,sd_id_4,2020-07-29 Time:04:01:08,93
4,sd_id_4,2020-07-29 Time:04:01:18,76
4,sd_id_4,2020-07-29 Time:04:01:28,147
4,sd_id_4,2020-07-29 Time:04:01:38,94
4,sd_id_4,2020-07-29 Time:04:01:48,146
4,sd_id_4,2020-07-29 Time:04:01:58,27
4,sd_id_4,2020-07-29 Time:04:02:08,141
4,sd_id_4,2020-07-29 Time:04:02:18,62
4,sd_id_4,2020-07-29 Time:04:02:28,51
4,sd_id_4,2020-07-29 Time:04:02:38,74
4,sd_id_4,2020-07-29 Time:04:02:48,24
4,sd_id_4,2020-07-29 Time:04:02:58,76
4,sd_id_4,2020-07-29 Time:04:03:08,26
4,sd_id_4,2020-07-29 Time:04:03:18,113
4,sd_id_4,2020-07-29 Time:04:03:28,15
4,sd_id_4,2020-07-29 Time:04:03:38,40
4,sd_id_4,2020-07-29 Time:04:03:48,124
4,sd_id_4,2020-07-29 Time:04:03:58,139
4,sd_id_4,2020-07-29 Time:04:04:08,129
4,sd_id_4,2020-07-29 Time:04:04:18,98
4,sd_id_4,2020-07-29 Time:04:04:28,21
4,sd_id_4,2020-07-29 Time:04:04:38,150
4,sd_id_4,2020-07-29 Time:04:04:48,140
4,sd_id_4,2020-07-29 Time:04:04:58,115
4,sd_id_4,2020-07-29 Time:04:05:08,140
4,sd_id_4,2020-07-29 Time:04:05:18,71
4,sd_id_4,2020-07-29 Time:04:05:28,107
4,sd_id_4,2020-07-29 Time:04:05:38,67
4,sd_id_4,2020-07-29 Time:04:05:48,154
4,sd_id_4,2020-07-29 Time:04:05:58,141
4,sd_id_4,2020-07-29 Time:04:06:08,31
4,sd_id_4,2020-07-29 Time:04:06:18,49
4,sd_id_4,2020-07-29 Time:04:06:28,103
4,sd_id_4,2020-07-29 Time:04:06:38,27
4,sd_id_4,2020-07-29 Time:04:06:48,49
4,sd_id_4,2020-07-29 Time:04:06:58,112
4,sd_id_4,2020-07-29 Time:04:07:08,41
4,sd_id_4,2020-07-29 Time:04:07:18,46
4,sd_id_4,2020-07-29 Time:04:07:28,141
4,sd_id_4,2020-07-29 Time:04:07:38,12
5,sd_id_5,2020-07-29 Time:03:57:48,87
5,sd_id_5,2020-07-29 Time:03:57:58,68
5,sd_id_5,2020-07-29 Time:03:58:08,7
5,sd_id_5,2020-07-29 Time:03:58:18,92
5,sd_id_5,2020-07-29 Time:03:58:28,119
5,sd_id_5,2020-07-29 Time:03:58:38,150
5,sd_id_5,2020-07-29 Time:03:58:48,94
5,sd_id_5,2020-07-29 Time:03:58:58,146
5,sd_id_5,2020-07-29 Time:03:59:08,91
5,sd_id_5,2020-07-29 Time:03:59:18,17
5,sd_id_5,2020-07-29 Time:03:59:28,65
5,sd_id_5,2020-07-29 Time:03:59:38,19
5,sd_id_5,2020-07-29 Time:03:59:48,74
5,sd_id_5,2020-07-29 Time:03:59:58,123
5,sd_id_5,2020-07-29 Time:04:00:08,136
5,sd_id_5,2020-07-29 Time:04:00:18,25
5,sd_id_5,2020-07-29 Time:04:00:28,91
5,sd_id_5,2020-07-29 Time:04:00:38,68
5,sd_id_5,2020-07-29 Time:04:00:48,17
5,sd_id_5,2020-07-29 Time:04:00:58,104
5,sd_id_5,2020-07-29 Time:04:01:08,8
5,sd_id_5,2020-07-29 Time:04:01:18,5
5,sd_id_5,2020-07-29 Time:04:01:28,27
5,sd_id_5,2020-07-29 Time:04:01:38,31
5,sd_id_5,2020-07-29 Time:04:01:48,21
5,sd_id_5,2020-07-29 Time:04:01:58,6
5,sd_id_5,2020-07-29 Time:04:02:08,65
5,sd_id_5,2020-07-29 Time:04:02:18,18
5,sd_id_5,2020-07-29 Time:04:02:28,120
5,sd_id_5,2020-07-29 Time:04:02:38,64
5,sd_id_5,2020-07-29 Time:04:02:48,124
5,sd_id_5,2020-07-29 Time:04:02:58,84
5,sd_id_5,2020-07-29 Time:04:03:08,26
5,sd_id_5,2020-07-29 Time:04:03:18,121
5,sd_id_5,2020-07-29 Time:04:03:28,114
5,sd_id_5,2020-07-29 Time:04:03:38,99
5,sd_id_5,2020-07-29 Time:04:03:48,7
5,sd_id_5,2020-07-29 Time:04:03:58,50
5,sd_id_5,2020-07-29 Time:04:04:08,34
5,sd_id_5,2020-07-29 Time:04:04:18,52
5,sd_id_5,2020-07-29 Time:04:04:28,51
5,sd_id_5,2020-07-29 Time:04:04:38,22
5,sd_id_5,2020-07-29 Time:04:04:48,144
5,sd_id_5,2020-07-29 Time:04:04:58,78
5,sd_id_5,2020-07-29 Time:04:05:08,130
5,sd_id_5,2020-07-29 Time:04:05:18,138
5,sd_id_5,2020-07-29 Time:04:05:28,1
5,sd_id_5,2020-07-29 Time:04:05:38,45
5,sd_id_5,2020-07-29 Time:04:05:48,150
5,sd_id_5,2020-07-29 Time:04:05:58,80
5,sd_id_5,2020-07-29 Time:04:06:08,99
5,sd_id_5,2020-07-29 Time:04:06:18,104
5,sd_id_5,2020-07-29 Time:04:06:28,85
5,sd_id_5,2020-07-29 Time:04:06:38,2
5,sd_id_5,2020-07-29 Time:04:06:48,151
5,sd_id_5,2020-07-29 Time:04:06:58,101
5,sd_id_5,2020-07-29 Time:04:07:08,60
5,sd_id_5,2020-07-29 Time:04:07:18,144
5,sd_id_5,2020-07-29 Time:04:07:28,146
5,sd_id_5,2020-07-29 Time:04:07:38,58
6,sd_id_6,2020-07-29 Time:03:57:48,27
6,sd_id_6,2020-07-29 Time:03:57:58,147
6,sd_id_6,2020-07-29 Time:03:58:08,67
6,sd_id_6,2020-07-29 Time:03:58:18,31
6,sd_id_6,2020-07-29 Time:03:58:28,30
6,sd_id_6,2020-07-29 Time:03:58:38,111
6,sd_id_6,2020-07-29 Time:03:58:48,53
6,sd_id_6,2020-07-29 Time:03:58:58,126
6,sd_id_6,2020-07-29 Time:03:59:08,6
6,sd_id_6,2020-07-29 Time:03:59:18,66
6,sd_id_6,2020-07-29 Time:03:59:28,71
6,sd_id_6,2020-07-29 Time:03:59:38,154
6,sd_id_6,2020-07-29 Time:03:59:48,63
6,sd_id_6,2020-07-29 Time:03:59:58,112
6,sd_id_6,2020-07-29 Time:04:00:08,51
6,sd_id_6,2020-07-29 Time:04:00:18,95
6,sd_id_6,2020-07-29 Time:04:00:28,127
6,sd_id_6,2020-07-29 Time:04:00:38,46
6,sd_id_6,2020-07-29 Time:04:00:48,66
6,sd_id_6,2020-07-29 Time:04:00:58,48
6,sd_id_6,2020-07-29 Time:04:01:08,63
6,sd_id_6,2020-07-29 Time:04:01:18,84
6,sd_id_6,2020-07-29 Time:04:01:28,47
6,sd_id_6,2020-07-29 Time:04:01:38,8
6,sd_id_6,2020-07-29 Time:04:01:48,41
6,sd_id_6,2020-07-29 Time:04:01:58,93
6,sd_id_6,2020-07-29 Time:04:02:08,134
6,sd_id_6,2020-07-29 Time:04:02:18,77
6,sd_id_6,2020-07-29 Time:04:02:28,136
6,sd_id_6,2020-07-29 Time:04:02:38,135
6,sd_id_6,2020-07-29 Time:04:02:48,83
6,sd_id_6,2020-07-29 Time:04:02:58,118
6,sd_id_6,2020-07-29 Time:04:03:08,10
6,sd_id_6,2020-07-29 Time:04:03:18,39
6,sd_id_6,2020-07-29 Time:04:03:28,115
6,sd_id_6,2020-07-29 Time:04:03:38,39
6,sd_id_6,2020-07-29 Time:04:03:48,116
6,sd_id_6,2020-07-29 Time:04:03:58,91
6,sd_id_6,2020-07-29 Time:04:04:08,14
6,sd_id_6,2020-07-29 Time:04:04:18,76
6,sd_id_6,2020-07-29 Time:04:04:28,107
6,sd_id_6,2020-07-29 Time:04:04:38,54
6,sd_id_6,2020-07-29 Time:04:04:48,27
6,sd_id_6,2020-07-29 Time:04:04:58,128
6,sd_id_6,2020-07-29 Time:04:05:08,146
6,sd_id_6,2020-07-29 Time:04:05:18,130
6,sd_id_6,2020-07-29 Time:04:05:28,142
6,sd_id_6,2020-07-29 Time:04:05:38,88
6,sd_id_6,2020-07-29 Time:04:05:48,2
6,sd_id_6,2020-07-29 Time:04:05:58,60
6,sd_id_6,2020-07-29 Time:04:06:08,154
6,sd_id_6,2020-07-29 Time:04:06:18,83
6,sd_id_6,2020-07-29 Time:04:06:28,134
6,sd_id_6,2020-07-29 Time:04:06:38,118
6,sd_id_6,2020-07-29 Time:04:06:48,40
6,sd_id_6,2020-07-29 Time:04:06:58,120
6,sd_id_6,2020-07-29 Time:04:07:08,152
6,sd_id_6,2020-07-29 Time:04:07:18,54
6,sd_id_6,2020-07-29 Time:04:07:28,79
6,sd_id_6,2020-07-29 Time:04:07:38,41
7,sd_id_7,2020-07-29 Time:03:57:48,95
7,sd_id_7,2020-07-29 Time:03:57:58,107
7,sd_id_7,2020-07-29 Time:03:58:08,65
7,sd_id_7,2020-07-29 Time:03:58:18,23
7,sd_id_7,2020-07-29 Time:03:58:28,57
7,sd_id_7,2020-07-29 Time:03:58:38,17
7,sd_id_7,2020-07-29 Time:03:58:48,19
7,sd_id_7,2020-07-29 Time:03:58:58,121
7,sd_id_7,2020-07-29 Time:03:59:08,62
7,sd_id_7,2020-07-29 Time:03:59:18,9
7,sd_id_7,2020-07-29 Time:03:59:28,54
7,sd_id_7,2020-07-29 Time:03:59:38,23
7,sd_id_7,2020-07-29 Time:03:59:48,72
7,sd_id_7,2020-07-29 Time:03:59:58,99
7,sd_id_7,2020-07-29 Time:04:00:08,36
7,sd_id_7,2020-07-29 Time:04:00:18,75
7,sd_id_7,2020-07-29 Time:04:00:28,15
7,sd_id_7,2020-07-29 Time:04:00:38,25
7,sd_id_7,2020-07-29 Time:04:00:48,61
7,sd_id_7,2020-07-29 Time:04:00:58,72
7,sd_id_7,2020-07-29 Time:04:01:08,134
7,sd_id_7,2020-07-29 Time:04:01:18,55
7,sd_id_7,2020-07-29 Time:04:01:28,47
7,sd_id_7,2020-07-29 Time:04:01:38,135
7,sd_id_7,2020-07-29 Time:04:01:48,143
7,sd_id_7,2020-07-29 Time:04:01:58,16
7,sd_id_7,2020-07-29 Time:04:02:08,100
7,sd_id_7,2020-07-29 Time:04:02:18,80
7,sd_id_7,2020-07-29 Time:04:02:28,105
7,sd_id_7,2020-07-29 Time:04:02:38,105
7,sd_id_7,2020-07-29 Time:04:02:48,19
7,sd_id_7,2020-07-29 Time:04:02:58,29
7,sd_id_7,2020-07-29 Time:04:03:08,55
7,sd_id_7,2020-07-29 Time:04:03:18,52
7,sd_id_7,2020-07-29 Time:04:03:28,20
7,sd_id_7,2020-07-29 Time:04:03:38,14
7,sd_id_7,2020-07-29 Time:04:03:48,151
7,sd_id_7,2020-07-29 Time:04:03:58,31
7,sd_id_7,2020-07-29 Time:04:04:08,32
7,sd_id_7,2020-07-29 Time:04:04:18,108
7,sd_id_7,2020-07-29 Time:04:04:28,87
7,sd_id_7,2020-07-29 Time:04:04:38,146
7,sd_id_7,2020-07-29 Time:04:04:48,118
7,sd_id_7,2020-07-29 Time:04:04:58,149
7,sd_id_7,2020-07-29 Time:04:05:08,51
7,sd_id_7,2020-07-29 Time:04:05:18,44
7,sd_id_7,2020-07-29 Time:04:05:28,27
7,sd_id_7,2020-07-29 Time:04:05:38,110
7,sd_id_7,2020-07-29 Time:04:05:48,92
7,sd_id_7,2020-07-29 Time:04:05:58,153
7,sd_id_7,2020-07-29 Time:04:06:08,107
7,sd_id_7,2020-07-29 Time:04:06:18,23
7,sd_id_7,2020-07-29 Time:04:06:28,148
7,sd_id_7,2020-07-29 Time:04:06:38,83
7,sd_id_7,2020-07-29 Time:04:06:48,54
7,sd_id_7,2020-07-29 Time:04:06:58,31
7,sd_id_7,2020-07-29 Time:04:07:08,97
7,sd_id_7,2020-07-29 Time:04:07:18,8
7,sd_id_7,2020-07-29 Time:04:07:28,128
7,sd_id_7,2020-07-29 Time:04:07:38,37
8,sd_id_8,2020-07-29 Time:03:57:48,8
8,sd_id_8,2020-07-29 Time:03:57:58,11
8,sd_id_8,2020-07-29 Time:03:58:08,55
8,sd_id_8,2020-07-29 Time:03:58:18,144
8,sd_id_8,2020-07-29 Time:03:58:28,126
8,sd_id_8,2020-07-29 Time:03:58:38,142
8,sd_id_8,2020-07-29 Time:03:58:48,16
8,sd_id_8,2020-07-29 Time:03:58:58,131
8,sd_id_8,2020-07-29 Time:03:59:08,30
8,sd_id_8,2020-07-29 Time:03:59:18,143
8,sd_id_8,2020-07-29 Time:03:59:28,8
8,sd_id_8,2020-07-29 Time:03:59:38,13
8,sd_id_8,2020-07-29 Time:03:59:48,83
8,sd_id_8,2020-07-29 Time:03:59:58,118
8,sd_id_8,2020-07-29 Time:04:00:08,87
8,sd_id_8,2020-07-29 Time:04:00:18,56
8,sd_id_8,2020-07-29 Time:04:00:28,101
8,sd_id_8,2020-07-29 Time:04:00:38,75
8,sd_id_8,2020-07-29 Time:04:00:48,153
8,sd_id_8,2020-07-29 Time:04:00:58,32
8,sd_id_8,2020-07-29 Time:04:01:08,23
8,sd_id_8,2020-07-29 Time:04:01:18,103
8,sd_id_8,2020-07-29 Time:04:01:28,89
8,sd_id_8,2020-07-29 Time:04:01:38,32
8,sd_id_8,2020-07-29 Time:04:01:48,100
8,sd_id_8,2020-07-29 Time:04:01:58,33
8,sd_id_8,2020-07-29 Time:04:02:08,38
8,sd_id_8,2020-07-29 Time:04:02:18,119
8,sd_id_8,2020-07-29 Time:04:02:28,80
8,sd_id_8,2020-07-29 Time:04:02:38,52
8,sd_id_8,2020-07-29 Time:04:02:48,119
8,sd_id_8,2020-07-29 Time:04:02:58,124
8,sd_id_8,2020-07-29 Time:04:03:08,136
8,sd_id_8,2020-07-29 Time:04:03:18,109
8,sd_id_8,2020-07-29 Time:04:03:28,41
8,sd_id_8,2020-07-29 Time:04:03:38,126
8,sd_id_8,2020-07-29 Time:04:03:48,127
8,sd_id_8,2020-07-29 Time:04:03:58,68
8,sd_id_8,2020-07-29 Time:04:04:08,150
8,sd_id_8,2020-07-29 Time:04:04:18,92
8,sd_id_8,2020-07-29 Time:04:04:28,95
8,sd_id_8,2020-07-29 Time:04:04:38,103
8,sd_id_8,2020-07-29 Time:04:04:48,76
8,sd_id_8,2020-07-29 Time:04:04:58,98
8,sd_id_8,2020-07-29 Time:04:05:08,16
8,sd_id_8,2020-07-29 Time:04:05:18,53
8,sd_id_8,2020-07-29 Time:04:05:28,63
8,sd_id_8,2020-07-29 Time:04:05:38,117
8,sd_id_8,2020-07-29 Time:04:05:48,46
8,sd_id_8,2020-07-29 Time:04:05:58,100
8,sd_id_8,2020-07-29 Time:04:06:08,123
8,sd_id_8,2020-07-29 Time:04:06:18,111
8,sd_id_8,2020-07-29 Time:04:06:28,122
8,sd_id_8,2020-07-29 Time:04:06:38,17
8,sd_id_8,2020-07-29 Time:04:06:48,16
8,sd_id_8,2020-07-29 Time:04:06:58,132
8,sd_id_8,2020-07-29 Time:04:07:08,129
8,sd_id_8,2020-07-29 Time:04:07:18,46
8,sd_id_8,2020-07-29 Time:04:07:28,39
8,sd_id_8,2020-07-29 Time:04:07:38,42
9,sd_id_9,2020-07-29 Time:03:57:48,51
9,sd_id_9,2020-07-29 Time:03:57:58,19
9,sd_id_9,2020-07-29 Time:03:58:08,85
9,sd_id_9,2020-07-29 Time:03:58:18,39
9,sd_id_9,2020-07-29 Time:03:58:28,104
9,sd_id_9,2020-07-29 Time:03:58:38,17
9,sd_id_9,2020-07-29 Time:03:58:48,104
9,sd_id_9,2020-07-29 Time:03:58:58,148
9,sd_id_9,2020-07-29 Time:03:59:08,87
9,sd_id_9,2020-07-29 Time:03:59:18,102
9,sd_id_9,2020-07-29 Time:03:59:28,97
9,sd_id_9,2020-07-29 Time:03:59:38,27
9,sd_id_9,2020-07-29 Time:03:59:48,31
9,sd_id_9,2020-07-29 Time:03:59:58,82
9,sd_id_9,2020-07-29 Time:04:00:08,91
9,sd_id_9,2020-07-29 Time:04:00:18,11
9,sd_id_9,2020-07-29 Time:04:00:28,89
9,sd_id_9,2020-07-29 Time:04:00:38,116
9,sd_id_9,2020-07-29 Time:04:00:48,55
9,sd_id_9,2020-07-29 Time:04:00:58,144
9,sd_id_9,2020-07-29 Time:04:01:08,26
9,sd_id_9,2020-07-29 Time:04:01:18,156
9,sd_id_9,2020-07-29 Time:04:01:28,34
9,sd_id_9,2020-07-29 Time:04:01:38,113
9,sd_id_9,2020-07-29 Time:04:01:48,136
9,sd_id_9,2020-07-29 Time:04:01:58,144
9,sd_id_9,2020-07-29 Time:04:02:08,70
9,sd_id_9,2020-07-29 Time:04:02:18,14
9,sd_id_9,2020-07-29 Time:04:02:28,5
9,sd_id_9,2020-07-29 Time:04:02:38,146
9,sd_id_9,2020-07-29 Time:04:02:48,20
9,sd_id_9,2020-07-29 Time:04:02:58,44
9,sd_id_9,2020-07-29 Time:04:03:08,132
9,sd_id_9,2020-07-29 Time:04:03:18,93
9,sd_id_9,2020-07-29 Time:04:03:28,149
9,sd_id_9,2020-07-29 Time:04:03:38,64
9,sd_id_9,2020-07-29 Time:04:03:48,17
